windfarm_name,latitude,longitude,windfarm_power
 Verden,52.92,9.25,26054.0
 Verl,51.91731,8.51647,14400.0
 Versetalsperre,51.18661,7.675,72000.0
 Veserde,51.33267,7.58553,44305.0
 Veserde (dismantled),51.33267,7.58553,44305.0
 Vetschau,51.75528,14.08925,45240.0
 Vetschauer Berg,50.80833,6.0245,39956.67
 Vienenburg,51.944,10.49325,47780.0
 Vier Fichten,50.255,9.29186,69123.33
 Vierschau,50.29808,12.01761,40040.0
 Vierschau I,50.29808,12.01761,36354.0
 Viersen,51.24522,6.29244,16468.0
 Viesen,52.33278,12.39081,30800.0
 Vinningen,49.15294,7.57469,35803.33
 Virngrund,48.96933,10.05825,68000.0
 Viöl,54.56883,9.18197,14320.0
 Vlatten,50.63378,6.56131,29502.0
 Voerde,51.58717,6.64458,23970.0
 Vogelsberg (Hessen),50.61861,9.14425,45115.71
 Vogelsberg (Thüringen),51.10742,11.20117,114746.67
 Vogelsberg II Nieder-Seemen,50.37519,9.24758,35930.0
 Vogte,48.1245,8.16994,14400.0
 Vogtsreichenbach,49.45983,10.85131,14360.0
 Vohren,51.9305,8.02508,48000.0
 Voigtei,52.61303,8.94922,13646.67
 Voigtsdorf,50.74683,13.37103,38140.0
 Voigtsdorf (dismantled),50.74683,13.37103,38140.0
 Voigtstedt,51.38681,11.27433,48360.0
 Volkmarsdorf,52.36456,10.86992,43494.55
 Volkmarsen,51.36047,9.152,15190.0
 Volkmarst,53.44164,8.99189,14380.0
 Vollersode,53.36697,8.91997,34248.57
 Vollersode-Neu Kuhstedt,53.37289,8.92792,19200.0
 Vollerssode,53.36706,8.93475,19400.0
 Voltlage-Höckel,52.46339,7.76972,36000.0
 Vorbein,54.00817,13.13069,17458.0
 Vorder-Neuendorf I,53.94989,9.38508,45390.0
 Vorder-Neuendorf II,53.94989,9.38508,45400.0
 Vossenberg,51.76731,6.88186,47995.0
 Vrasselt,51.83969,6.30681,24000.0
 Vreden,52.03581,6.82739,4360.0
 Vrees,52.88528,7.77197,12470.0
 Völlinghausen,51.53308,8.17547,6140.0
 Völschow,53.88258,13.31547,51546.0
 Völschow (dismantled),53.88258,13.31547,51546.0
 Völschow III,53.8865,13.31744,43852.5
 W-Rose,52.57903,12.82378,17820.0
 Wachau,51.15933,13.90372,11620.0
 Wachberg-Rückersdorf,51.04775,14.19036,21485.0
 Wachtendonk,51.39383,6.37819,33425.0
 Wadewitz,51.24669,12.96356,13957.5
 Wagenfeld,52.58369,8.59642,43076.67
 Wagenfeld-Ströhen,52.55639,8.71742,44083.33
 Wahlbach,50.01025,7.60175,75860.0
 Wahlen (Saarland),49.46867,6.75528,36000.0
 Wahlenau,49.90972,7.252,13865.0
 Wahlsdorf,51.97147,13.31964,74851.67
 Wahnwegen I,49.4935,7.36042,30815.0
 Wahrenholz (dismantled),52.59694,10.58633,91560.0
 Wahrenholz,52.59694,10.58633,91560.0
 Waigandshain,50.65122,8.10753,33510.83
 Walchum,52.93853,7.20186,32967.5
 Waldalgesheim,49.97547,7.78725,46552.5
 Waldenrath,51.01667,6.14878,57600.0
 Waldfeucht,51.06594,5.98825,70485.0
 Waldfeucht-Bocket I,50.96589,6.07078,43420.0
 Waldfeucht-Bocket II,50.96589,6.07078,43093.33
 Waldheim,51.08608,13.05269,12810.0
 Waldkönigen,50.24214,6.80314,31910.0
 Waldmössingen,48.26278,8.5075,16290.0
 Waldow,51.98556,13.72108,44597.86
 Waldrach,49.74858,6.77378,13635.0
 Waldvelen,51.87219,6.97294,17028.0
 Walhausen,50.03372,7.28033,48555.0
 Walkhügel - Aderstedt,51.78003,11.69464,38663.16
 Wallenhorst,52.36431,7.98408,47605.0
 Wallenthaler Höhe,50.56069,6.55567,30617.5
 Wallroth,50.3485,9.52761,47503.33
 Walsleben,52.93822,12.69242,50990.0
 Walsrode,52.83361,9.52739,73580.0
 Walsrode-Altenboitzen,52.83394,9.52614,73483.33
 Walstedde,51.76233,7.76814,16066.67
 Waltersdorf,51.90869,13.30358,44340.0
 Waltersdorf-Wintersdorf,51.03631,12.38922,46960.0
 Waltershausen,50.91669,10.56792,47990.0
 Waltringhausen,52.35578,9.42011,43335.0
 Waltringhausen Suthfeld,52.21208,9.25119,46970.0
 Wanderup,54.683,9.28828,48000.0
 Wanderup (dismantled),54.683,9.28828,48000.0
 Wandlitz,52.74153,13.43697,23840.0
 Wangenheim,51.01583,10.55714,63590.0
 Wangenheim-Hochheim,51.032,10.64864,46202.0
 Wangenheim-Hochheim (dismantled),51.032,10.64864,45252.0
 Wangerland,53.40817,7.56203,11852.73
 Wangerland (dismantled),53.40817,7.56203,11985.45
 Wangersen,53.35686,9.41539,14890.0
 Wanna I,53.74881,8.78461,23910.0
 Wanna II,53.74881,8.78461,23910.0
 Wansleben (dismantled),51.44917,11.76278,17865.0
 Wansleben,51.44917,11.76278,17865.0
 Warendorf,51.89428,7.96706,11200.0
 Warstein,51.512,8.34008,54948.57
 Wasserstrasse,52.47533,9.13172,34996.67
 Waterwarf,53.575,7.099,7170.0
 Watzerath,50.19014,6.33797,47830.0
 Wawern,50.12861,6.49892,47391.25
 Wayens,53.65769,7.95261,7185.0
 Webenheim,49.25019,7.29072,46310.0
 Wechtern,53.82211,9.19339,14196.67
 Weel Aland,53.46592,7.21344,14380.0
 Weener,53.18161,7.35553,73198.75
 Weenermoor,53.18997,7.30997,64686.15
 Weesby,54.83144,9.15056,69450.0
 Weesby (dismantled),54.83144,9.15056,71800.0
 Weesow,52.65664,13.70847,10935.0
 Weeze,51.66364,6.189,14300.0
 Weeze Wemb,51.56819,6.17814,14400.0
 Weeze-Wemb,51.56811,6.17553,25817.5
 Wegberg,51.12353,6.23236,35780.0
 Wegendorf,52.60658,13.76847,15205.0
 Wehlhügel,51.51308,8.33192,10780.0
 Wehrbleck,52.65169,8.71342,47980.0
 Wehrbleck-Groß Lessen,52.65111,8.71794,47900.0
 Wehrda,50.85011,8.73347,24510.0
 Wehrendorf,52.11731,8.82483,35990.0
 Wehrhain,51.73183,13.41161,46050.0
 Weibern,50.40903,7.17603,32845.0
 Weibern-Rieden,50.40997,7.17997,31325.0
 Weiersbach,49.59603,7.20233,35870.0
 Weikersheim,49.47564,9.96231,56260.0
 Weilermerkingen,48.79619,10.35094,48000.0
 Weilersbach (Baden-Württemberg),48.08781,8.49725,30950.0
 Weilerswist,50.69914,6.77192,19409.0
 Weilrod,50.30878,8.35992,57600.0
 Weimar,50.89803,11.51053,35830.0
 Weinsheim,50.22408,6.46033,11920.0
 Weiskirchen,49.58714,6.80247,32910.0
 Weitingen,48.46889,8.80639,11500.0
 Weißandt-Gölzau,51.67042,12.04058,33798.0
 Weißandt-Gölzau (dismantled),51.67042,12.04058,33798.0
 Weißenberg (Sachsen),51.19611,14.67169,4320.0
 Weißenborn-Berthelsdorf,50.85308,13.36775,35510.0
 Weißenbrunn,50.19133,11.42044,13945.0
 Weißenfels,51.19725,11.96889,54810.0
 Welbsleben,51.72269,11.40336,32778.0
 Welchweiler,49.57281,7.49208,18655.0
 Wellen (Sachsen-Anhalt),52.12931,11.41433,37247.78
 Wellen (Sachsen-Anhalt) (dismantled),52.12931,11.41433,37247.78
 Welsebruch,53.17183,14.06958,85135.0
 Welsickendorf,51.89694,13.14436,11362.5
 Welsow,53.05533,13.98917,97390.0
 Weltzin,53.74522,13.28981,14690.0
 Welver,51.56717,7.99364,17297.0
 Welver-Flerke,51.61672,7.955,9830.0
 Welver-Merklingsen,51.57372,8.01319,23040.0
 Welzheim,48.89331,9.65942,17240.0
 Wendelins,47.79175,10.13261,51300.0
 Wenden,50.95833,7.87133,14385.0
 Wendorf,54.0,13.0,6370.0
 Wengen,48.66419,11.03936,29740.0
 Wennender Heide,48.41203,9.78442,13540.0
 Wennigsen,52.26167,9.65353,29500.0
 Wennigsen (dismantled),52.26167,9.65353,29500.0
 Werbach-Wenkheim,49.66989,9.70664,427780.0
 Werbachhausen,49.66394,9.70722,46590.0
 Werbig,51.92997,13.19997,36204.29
 Werbig II,51.95406,13.157,43755.0
 Werder,53.74106,13.28511,11850.0
 Werder (dismantled),53.74106,13.28511,11850.0
 Werder Zinndorf,52.50272,13.95317,35723.33
 Werder-Ruthen,53.491,12.02164,15757.92
 Werder-Thedinghausen,52.97497,9.03283,35975.0
 Werder-Zinndorf,52.51158,13.96817,43015.0
 Werdum,53.64714,7.74319,0.0
 Werk Lauchhammer,51.47803,13.77697,66960.0
 Werl,51.53636,7.86389,37582.0
 Werlte,52.81908,7.67306,10630.0
 Werne,51.68283,7.66944,15033.33
 Wernikow,53.21708,12.44314,13654.23
 Wernitz,52.54867,12.88253,46298.33
 Wernsdorf,50.70169,13.26475,41090.0
 Werra-Suhl-Tal,50.92064,10.03261,13115.0
 Wertheim,49.72853,9.61008,28428.75
 Wesel,51.61667,6.55567,44610.0
 Weselberg,49.31969,7.59539,39996.67
 Weselitz,53.25472,13.96356,7740.0
 Wesenstedt,52.74353,8.73722,49160.0
 Weser-Aller,52.24222,10.25883,7346.0
 Weserufer,53.12681,8.70922,73070.0
 Weskerhok,51.82089,7.08947,15450.0
 Wessendorf,51.79242,6.9775,97710.0
 Weste,53.05461,10.72411,14396.0
 Westeifel (Rheinland-Pfalz),50.31789,6.41553,43820.0
 Wester Ohrstedt,54.4915,9.17328,46090.0
 Westeraccum,53.65928,7.46608,11945.0
 Westerau,53.77,10.5,22201.67
 Westerberg,52.06639,10.64869,47835.56
 Westerbur,53.666,7.51056,11940.0
 Westeregeln,51.95581,11.35911,46062.22
 Westerengel,51.30158,10.90197,0.0
 Westeresch,53.18311,9.46044,12000.0
 Westeretting,53.319,7.41431,43120.0
 Westeretting Neermoor,53.31667,7.41667,48400.0
 Westerheim,48.53478,9.63183,51790.0
 Westerheim (dismantled),48.53478,9.63183,51790.0
 Westerholt,53.61328,7.45025,37356.15
 Westerkappeln,52.3155,7.87756,22863.33
 Westermarsch,53.56,7.13058,5980.0
 Westermarsch II,53.59139,7.13622,10342.5
 Westernburg-Charlottendorf,53.00997,8.21889,43480.0
 Westerscheps,53.13056,7.87211,12300.0
 Westerwald (Rheinland-Pfalz),50.66747,8.03469,11980.0
 Westhausen,51.03875,10.68703,71870.0
 Westheim,49.74847,10.04503,29800.0
 Westpfalz,49.6285,7.75592,21220.0
 Wettelrode,51.515,11.288,11980.0
 Wettendorf-Bottendorf,52.76478,10.55608,59880.0
 Wetterberg-Laub,49.86842,12.43972,71850.0
 Wettesingen (Hessen),51.43961,9.17736,10905.0
 Wetzdorf,51.02,11.75997,32958.0
 Wewelsburg III,51.58736,8.65336,55170.0
 Wewelsburg IV,51.58242,8.65894,53590.0
 Weyhe,53.00019,8.54444,29850.0
 Wichmannsdorf,53.23392,13.65019,23672.86
 Wickede,51.51311,7.86158,28437.5
 Widdern,49.35981,9.44186,45380.0
 Wiedemar,51.49475,12.21717,15830.0
 Wiedemar-Wiesenena,51.45447,12.18511,47325.0
 Wiedensahl,52.40392,9.12711,14340.0
 Wiefelstede,53.2565,8.11606,14366.67
 Wiegleben,51.03997,10.63297,35968.57
 Wiek-Bohlendorf,54.59269,13.28594,33295.0
 Wiemersdorf,53.95819,9.93617,47854.38
 Wiesensteig,48.5525,9.62167,15763.33
 Wiesmoor,53.37394,7.79861,49239.14
 Wietinghausen,52.70553,8.66683,51110.0
 Wietmarschen,52.50247,7.10589,31640.0
 Wietze,52.65403,9.78206,46985.0
 Wietzen,52.68967,9.08814,21666.67
 Wikinger Offshore,54.834,14.06797,113155.43
 Wikrano Dersekow,54.05439,13.28119,11820.0
 Wildberg (Mecklenburg-Vorpommern),53.65361,13.06856,71996.67
 Wildeshausen,52.82522,8.44386,31430.0
 Wilhelmshaven,53.59892,8.06322,54641.11
 Wilhelmshaven (dismantled),53.59892,8.06322,54641.11
 Wilhelmshof,53.20231,13.45133,13428.75
 Wilhelmshof (dismantled),53.20231,13.45133,13428.75
 Wilhermsdorf,49.50192,10.71528,52028.0
 Willebadessen,51.60014,9.18933,9595.0
 Willenhofen,49.12239,11.72383,12000.0
 Willich,51.25889,6.58533,41162.5
 Willmersdorf (dismantled),51.81,14.38,93033.33
 Willmersdorf,51.81,14.38,93033.33
 Willmersdorf I - Repowering,51.81,14.38,66046.67
 Willmersdorf II - Repowering,51.81,14.38,67740.0
 Willmersdorf III - Repowering,51.81,14.38,54216.67
 Wilmersdorf,53.17881,12.28467,35946.0
 Wilmshagen,54.16725,13.17425,34000.0
 Wilsickow,53.50358,13.83844,23754.12
 Wilsickow II,51.65294,14.28086,77216.0
 Wilstedt,53.19319,9.05658,48000.0
 Wimmelburg,51.50736,11.45344,39800.0
 Wind am Krähenberg,53.87717,11.37744,35650.0
 Windbra,52.46825,10.79386,14383.33
 Windenergie Hofschwicheldt,52.28392,10.145,47820.0
 Windeseile,52.97264,9.20175,7200.0
 Windi Almke,52.35944,10.86211,5470.0
 Windi Almke 2,52.35886,10.86339,5970.0
 Windkraft,53.88458,11.95539,11640.0
 WindKrS,48.88386,10.95131,18355.0
 Windmühlenberg,52.22397,9.30189,23970.0
 Windpark Alle,53.64636,7.79506,55115.0
 Windpark Immenrode,51.3825,10.73014,55190.0
 Windpark Strom,53.08428,8.71206,9890.0
 Windpark-Hambuch,50.23478,7.18539,19150.0
 Winkelsett,52.85839,8.50489,71765.0
 Winnberg III,49.23847,11.48656,81600.0
 Winnberg IV,49.21667,11.49081,81570.0
 Winnert,54.43336,9.19869,23895.0
 Winnie,53.45628,10.22869,5190.0
 Winnigstedt,52.07697,10.78117,42475.0
 Winringen (dismantled),50.14361,6.40964,20130.0
 Winringen,50.14361,6.40964,20130.0
 Winterborn,49.75369,7.86858,59620.0
 Winterspelt,50.18978,6.24425,35611.67
 Wintrich,49.84292,7.03225,343160.0
 Wippringsen,51.50272,8.08731,16396.67
 Wirbens,49.86197,11.83475,15700.0
 Wirdum,53.47056,7.21294,14340.0
 Wirfus,50.21247,7.20458,44107.5
 Wirfus II,50.21247,7.20458,44190.0
 Wirsberg,50.10128,11.63094,42840.0
 Wischmann,54.18239,9.01811,45750.0
 Wismar (Brandenburg),53.50961,13.80319,40144.0
 Wismar (Mecklenburg-Vorpommern),53.89669,11.409,15340.0
 Wismar bei Strasburg,53.50908,13.74244,33103.33
 Wismarer Bucht,53.88183,11.36242,54710.0
 Wittenberg,51.89983,12.69131,33040.0
 Wittenburg,53.49442,11.10739,19390.0
 Wittgeeste,53.58508,8.94014,81600.0
 Wittgendorf,50.977,12.19492,47775.0
 Wittgensdorf,50.89,12.85997,10020.0
 Wittighausen,49.61233,9.83886,15037.78
 Wittmund,53.63783,7.73403,21818.75
 Wittmund-Eggelingen,53.58589,7.80714,47246.67
 Wittstedt,53.39894,8.66203,33855.0
 Wittstock,53.13939,12.44758,23787.22
 Wittstock (dismantled),53.13939,12.44758,23768.89
 Wittstock Jabel,53.15306,12.41992,20280.0
 Wohlsdorf,53.11714,9.45978,18715.0
 Wohnste,53.35458,9.52531,47923.33
 Woldegk,53.29544,13.34117,14295.0
 Wolfen,51.70181,12.22203,43016.92
 Wolfersweiler,49.58633,7.14139,16690.0
 Wolfhagen,51.29008,9.22717,19371.43
 Wolframs-Eschenbach,49.24092,10.70892,14346.67
 Wolfsmoor,53.39581,14.16833,43239.09
 Wolfstein,49.58597,7.64386,94090.0
 Wolgast,54.04997,13.76997,32513.89
 Wolgast (dismantled),54.04997,13.76997,32513.89
 Wolpertshausen Süd,49.15997,9.85997,14260.0
 Woltem,52.97369,9.73392,55660.0
 Woltersdorf (Sachsen-Anhalt),52.15553,11.80183,47550.0
 Woltersdorf (Schleswig-Holstein),53.58492,10.64881,30398.33
 Wolthausen,52.70594,9.96925,20200.0
 Woltzeten,53.40206,7.08203,13165.0
 Wormlage II,51.60278,13.88278,45230.0
 Wormsdorf,52.12081,11.16997,44481.25
 Wormstedt,51.03397,11.58392,11833.33
 Woschkow,51.61547,14.07025,44212.5
 WP Grote,52.92253,7.69978,13700.0
 WP GWII,53.13819,9.72953,52720.0
 WP Streumen,51.34653,13.38314,72880.0
 WP Weinberg,53.34297,13.77339,51050.0
 Wremen (dismantled),53.64878,8.50964,43050.0
 Wremen,53.64878,8.50964,43050.0
 Wrestedt,52.90528,10.58283,72000.0
 Wriedel,53.04944,10.34567,32925.0
 Wriezen,52.67853,14.08206,13240.0
 Wriezen-Lüdersdorf,52.67858,14.07778,82550.0
 Wriezener Höhe,52.68464,14.06644,41727.69
 Wulfelade II,52.58186,9.48769,48000.0
 Wulfelade III,52.58161,9.503,71880.0
 Wulfersdorf,53.23589,12.41422,11615.0
 Wulfsen,53.30747,10.11306,52156.67
 Wulkow (Brandenburg),52.91628,12.89011,9110.0
 Wundersleben,51.16647,11.02431,46187.5
 Wunstorf,52.427,9.42958,13252.86
 Wurster Nordseeküste,53.66869,8.50794,15835.71
 Wusterhusen,54.10342,13.60683,12006.67
 Wustermark,52.54086,12.92542,42515.13
 Wustrow,54.34,12.38,4180.0
 Wutike,53.00961,12.36444,46900.0
 Wybelsumer Polder,53.36997,7.20997,36764.09
 Wüllersleben,50.80153,11.05589,19385.71
 Wymeer,53.07172,7.11464,1870.0
 Wünn,49.35014,11.48858,11800.0
 Wüppels,53.65,8.00414,10520.0
 Würgau,49.98031,11.11833,70543.33
 Würselen,50.84625,6.13261,47922.5
 Würzburg,49.9045,9.63856,22794.29
 Wüschheim,50.01864,7.43467,43990.0
 Wächtersbach-Neudorf,50.27258,9.33481,60720.0
 Wöhrden,54.16583,8.99797,55140.0
 Wöhrden I,54.16583,8.99797,15826.67
 Wöhrden II,54.16583,8.99797,15824.44
 Wöhrden IV,54.16583,8.99797,15825.0
 Wöhrden West,54.16583,8.99797,11855.0
 Wölkisch,51.21567,13.35303,49153.33
 Wölsickendorf,52.75164,13.93978,16806.67
 Wönkhausen,51.23417,7.39056,47960.0
 Wörrstadt,49.83008,8.13833,46854.0
 Yach,48.13681,8.12331,36650.0
 Übach-Palenberg,50.93342,6.12869,29720.0
 Zaas,51.55414,12.28914,15410.0
 Zabelsdorf,53.03917,13.23278,21903.33
 Zabenstedt,51.61997,11.66997,29520.0
 Zagelsdorf,51.87525,13.49286,54022.5
 Zahrenholz,52.65044,10.41586,83893.33
 Zarpener Wohld,53.88283,10.49356,7510.0
 Zehdenick,52.99728,13.28317,38170.0
 Zehnhausen,50.65606,8.06225,47340.0
 Zellertal,49.62506,8.14189,56365.0
 Zempow,53.22183,12.746,14360.0
 Zepkow,53.32,12.48,10540.0
 Zerbst,51.98192,12.11667,30570.0
 Zernitz,52.89583,12.37811,42040.0
 Zernitz II,52.89583,12.37811,46940.0
 Zerre,51.53,14.41,44092.0
 Zetel,53.36067,7.91258,34505.71
 Zettingen I,50.21825,7.2105,51432.0
 ZiebaWind,52.37153,9.27022,18590.0
 Ziegeleiplatz,53.63972,7.25742,47795.0
 Zimmern,48.17997,8.55692,13530.0
 Zinndorf,52.48975,13.93625,35164.44
 Zitz-Warchau,52.34,12.32719,29328.5
 Zobes,50.50381,12.24619,11780.0
 Zodel I,51.25664,14.999,28013.75
 Zodel II,51.25664,14.999,49523.33
 Zollwind,51.34947,8.85167,3693.33
 Zorbau,51.17156,12.01856,29415.0
 Zossen,52.21142,13.49167,44946.67
 Zschadraß-Bockwitz,51.12572,12.88503,20702.5
 Zschopau,50.75061,13.02092,38860.0
 Zschöpel,50.87008,12.39097,49020.0
 Zuchau (dismantled),51.85425,11.85575,61780.0
 Zuchau,51.85425,11.85575,61780.0
 Zuesedom,53.43553,14.02186,45290.0
 Zug,50.8835,13.36681,13720.0
 Zum Panrepel,53.04767,8.97864,48000.0
 Zur Schäferei,51.39289,14.16564,18580.0
 Zweite Abens-Nord,53.61344,7.75303,33195.0
 Zweite Junkersrott,53.63789,7.25772,54267.5
 Zwönitz-Lenkersdorf,50.63769,12.76869,12000.0
 Züsedom,53.43294,14.03539,47892.5
 Zölkow,53.54969,11.8125,42437.31
 Zörbig,51.63564,12.16483,32673.33
 Zöthen,51.05211,11.74619,75785.0
 Agios Athanasios,36.87861,21.69775,8431.25
 Alogorachi,39.04256,22.59264,1874.0
 Andros,37.96,24.75,3218.57
 Antia,38.05089,24.57478,13810.5
 Antiskari,34.95547,24.89506,1740.0
 Arachnaio II,37.64725,22.95642,8747.89
 Aspri Petra,41.16269,25.86614,12104.09
 Chandras,35.09006,26.09269,4852.5
 Chios,38.53,26.01,1080.0
 Chios S,38.41961,26.10842,1005.0
 Chios W,38.54225,25.83942,1830.91
 Chonos,35.15503,26.13703,8791.67
 Chylos,40.96683,26.09728,3812.0
 CRES WF,37.75997,24.05997,4530.0
 Didima,37.48314,23.14922,5916.67
 Didimos Loftos,41.16014,25.92272,7469.23
 Evia,38.28,24.23,8494.0
 Fokida 2,38.42617,22.28103,2027.0
 Fokida 3,38.38036,22.32367,10120.0
 Heliolousti I,38.11689,24.25292,4386.0
 Heliolousti II,38.10108,24.27625,6901.0
 Heraklion,35.38553,24.99867,6275.0
 Ikaria,37.65997,26.28997,1613.33
 Imerovigli,38.26686,20.49728,0.0
 Karpathos,35.49,27.12997,7670.0
 Karystos,37.98039,24.52286,2915.0
 Kerveros,41.16175,25.84114,5486.25
 Khios,38.36392,26.13719,1358.18
 Kos,36.75,26.94,6066.92
 Kouloukonas,35.37144,24.82217,6658.33
 Lasithi,35.08117,25.71017,1638.33
 Leros,37.16072,26.80458,3734.29
 Logotheti,37.82797,23.81097,2586.0
 Machrirachi,38.25,24.25,6420.68
 Martino,38.54006,23.21319,9507.5
 Milos,36.68217,24.40364,6920.0
 Mires,34.93997,24.94,4942.86
 Mitato,35.13,26.21,6630.0
 Monastiri I,41.20161,25.78703,1098.75
 Mykinos,37.48422,25.39908,3080.0
 Mytoula,41.0935,25.91886,6717.37
 Naxos,37.18997,25.53,8390.0
 Panachaiko,38.23178,21.86839,3458.95
 Patmos,37.36997,26.57,5655.0
 Patriarchis,41.30386,25.87447,2100.97
 Perdikokorifi,35.15114,24.97728,7022.35
 Perdikovouni,38.33278,22.92542,69217.5
 Platyvola,35.25,25.03997,4142.5
 Profitis Ilias II,37.5355,22.59436,21317.86
 Pyrgari,38.36117,23.24333,45324.44
 Rhodes,35.79997,27.80997,6868.0
 Rovas,35.4015,23.61072,5499.09
 Skopies,38.31647,24.20047,8948.0
 Syros,37.46997,24.89997,9177.5
 Tinos,37.58264,25.12078,5160.0
 Tourla-Karistos,38.01539,24.42033,5258.71
 Tsikna Prinias Profitis Ilias Pyrgari,38.29517,24.12964,7274.71
 Tsouka Tsougari,38.3175,24.16044,6237.5
 Vardia,35.35772,23.81631,5970.0
 Vatali,35.35,23.92,5867.78
 Voskero,35.256,24.96433,6984.29
 Vrouchas,35.38,25.03,7197.78
 Xerolimba,38.22008,20.55172,13973.53
 Xirolimni,35.16533,26.19931,6833.75
 Xirovouni,40.96047,25.94947,6550.0
 Zoodochos Pigi,40.43047,22.08242,14474.17
 Acs,47.71172,18.01036,26110.0
 Babolna,47.65772,18.00514,32658.57
 Bakonycsernye,47.34056,18.10625,44930.0
 Bukkaranyos,47.96664,20.80014,2460.0
 Böny,47.65058,17.86806,43720.0
 Cseteny,47.30383,18.02236,46110.0
 Csoma,47.20325,16.85903,11304.21
 Csoma II,47.22358,16.90825,47210.0
 Csorna,47.62208,17.27011,17070.0
 Erk,47.60997,20.08997,12980.0
 Felsozsolca,48.09781,20.90747,22660.0
 Hodmezovasarhely,46.42,20.32997,20025.71
 Janossomorja,47.811,17.14742,44847.5
 Kisigmand,47.67544,18.06575,42903.2
 Kulcs,47.05944,18.90953,12830.0
 Lövö,47.52333,16.76011,18470.0
 Mescer,47.79325,17.45908,17130.0
 Mezotur,47.01825,20.57597,17520.0
 Mosonmagyarovar,47.89364,17.23347,38464.17
 Mosonszolnok,47.81556,17.17297,302853.33
 Movar H1,47.87614,17.18206,28930.83
 Ostffyasszonyfa,47.31161,17.06619,13070.0
 Papakovacsi,47.25503,17.49511,45090.0
 Scott,47.63475,18.07717,23507.22
 Sopronkövesd,47.56322,16.75503,58567.5
 Szapar,47.31333,18.02564,45450.0
 Torokszentmiklos,47.14319,20.44667,17240.0
 Ujronafor,47.82,17.17997,17340.0
 Varpalota,47.20406,18.19589,5290.0
 Vep,47.23239,16.68964,12630.0
 Vönöck,47.32336,17.14508,17920.0
 Accadia,41.17,15.31,4556.67
 Acqua Spruzza,46.40997,11.25997,5.0
 Aggius,40.92997,9.07,545.45
 Aggius-Viddalba,40.92147,8.98542,216.79
 Agrigento,37.31,13.58,981.04
 Albanella,40.48519,15.07231,1433.0
 Alberona,41.39217,15.11728,2814.73
 Alcamo,37.96008,13.00611,315.0
 Alia Scafani,37.76378,13.76789,509.33
 Altopiano Petrasi,37.29481,13.79511,818.25
 Amaroni,38.78367,16.42253,21275.56
 Andretta,40.93997,15.33,3166.77
 Anzano di Puglia,41.11269,15.27189,3944.17
 Anzi,40.56128,15.95556,15353.75
 Aquilonia,40.96928,15.45278,3425.0
 Ariano Irpino,41.17047,15.15875,6188.0
 Arlena-Tessennano,42.47994,11.78883,22155.56
 Armo,44.10869,7.91661,335.0
 Ascoli Satriano,41.14136,15.64711,9293.27
 Assemini,39.28997,9.0045,130.0
 Avigliano,40.75339,15.77194,3139.57
 Badia Calaverna,45.56508,11.18558,2230.0
 Bagaladi Motta Montebello,38.03239,15.74683,3911.52
 Baltera,44.27247,8.21189,450.0
 Banzi,40.89967,16.01508,21067.33
 Baselice,41.37844,14.897,9781.33
 Biccari,41.41303,15.27669,20386.67
 Bisaccia,41.00997,15.38,3421.54
 Bonorva,40.39492,8.80622,378.38
 Bortigiadas,40.89,9.03997,138.89
 Bovino,41.29092,15.39031,9541.25
 Brindisi,40.63617,17.93897,4074.0
 Budduso-Ala dei Sardi,40.67469,9.25519,1896.09
 Buseto Palizzolo,38.02394,12.68328,578.18
 Caccamo,37.87128,13.67539,158.82
 Cagliari,39.22997,9.15,135.0
 Cairo Montenotte,44.39186,8.42547,2203.33
 Calice Ligure,44.24797,8.27703,315.0
 Callari,37.22658,14.76261,818.33
 Caltabellotta,37.61431,13.16892,22.22
 Caltavuturo,37.82,13.89,363.57
 Campanedda,40.75997,8.34997,172.5
 Campidano,39.56617,8.69247,1109.06
 Campofelice di Fitalia,37.81789,13.48753,68.33
 Campolieto,41.63,14.76997,3850.77
 Campolieto 2,41.65183,14.78658,880.0
 Campomaggiore,40.5735,16.0735,10867.14
 Camporeale,37.904,13.05253,173.75
 Candela,41.13578,15.51467,12557.65
 Canosa di Puglia,41.22247,16.066,1220.0
 Capo Rizzuto,38.9575,17.13636,9957.29
 Capracotta,41.79406,14.29567,4596.36
 Caraffa di Catanzaro - Settingiano,38.90058,16.47933,5670.0
 Carlentini,37.27,15.01997,204.35
 Carloforte,39.17,8.25997,510.0
 Carpignano Salentino,40.19797,18.33922,25731.0
 Carpinaccio,44.16039,11.38011,9109.41
 Carpinone,41.60175,14.38206,6192.5
 Casalbore,41.26808,14.99508,3077.37
 Casone Romano (Puglia),41.56469,15.12258,2107.5
 Casone Romano (Sicilia),37.97997,15.13,426.97
 Castel del Rio,44.25297,11.42181,10193.33
 Castel di Lucio,37.88236,14.286,372.22
 Castelfranco,41.30122,15.06517,2610.0
 Castellaneta,40.62803,16.93972,7828.21
 Castelnuovo della Daunia,41.56869,15.14506,5245.33
 Castelnuovo di Conza,40.82,15.32,3146.25
 Castelpagano,41.42647,14.84172,11880.0
 Castelvetrano,37.67997,12.78997,1419.5
 Catanzaro,38.91058,16.58767,6136.67
 Cattolica Eraclea,37.42664,13.45539,463.5
 Cefal Diana,37.91667,13.46436,156.25
 Celle San Vito,41.30519,15.17853,5162.05
 Cerchio,42.08214,13.62497,8446.67
 Cerda,37.90353,13.81514,64.0
